genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_w_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Labrus,mixtus,fishes,Labrus_mixtus,Fishes,Ray-finned fishes,GCF_963584025.1,GCA_963583885.1,LC,no,no,LabMix,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538,2.538,573908545,0.822389826,24,0,0,0,0,0,697854627,GG; GI; JE; EG; AL; EH; NL; DK; MC; DE; BE; ME; FR; DZ; NO; TR; TN; HR; GB; LY; MA; IE; CY; SE; SI; SN; IT; MR; MT; PT; GR; ES,9_7; 9_2,,Sparus formosus;Labrus larvatus;Labrus luvarus;Labrus lineatus;Labrus vetula;Labrus ossifagus;Labrus quadrimaculatus;Labrus bimaculatus;Labrus coquus;Labrus variegatus;Labrus trimaculatus;Labrus varius;Labrus carneus;Labrus coeruleus,400,,1,1,0,0,0,0,,,,,,,0,0,
Lacerta,agilis,reptiles,Lacerta_agilis,Reptiles,Lepidosauria,GCF_009819535.1,GCA_009819545.1,LC,likely,likely,LacAgi,Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.497,3.497,658742883,0.473518005,18,0,0,0,0,0,1391167551,MN; TR; KG; KZ; GE; AZ; AM; CN; UA; RU; MD; BY; GB; CH; SE; ES; SI; SK; RS; GR; DE; FR; EE; DK; CZ; HR; BG; BA; BE; AT; AD; AL; HU; IT; LV; LI; LT; LU; MK; ME; NL; NO; PL; RO; FI; CHX-OO,1_4; 4_4; 1_1; 3_5; 3_4; 3_3; 14_4; 14_2; 14_1; 14_3,,Lacerta paradoxa;Seps argus;Lacerta stirpium;Seps ruber;Seps caerulescens;Lacerta boemica,114,33.6,,0,0,1,0,0,,,,,,,0,0,
Lagenorhynchus,acutus,mammals,Lagenorhynchus_acutus,Mammals,Mammals,GCA_964270905.1,,LC,no,,LagAcu,Marine,12161631,67,0.494279422,11273647,67,0.504058719,1959236,3,0.079628303,1153176,2,0.051559927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0.564,2236574150,0.909000263,21,0.002847932,0,0,0,0,2460476902,US; BE; NO; PT; RU; FR; SE; IE; GB; FO; IS; DK; NL; GI; ES; CA; GL,10_1; 9_1,,,3000,250000,,1,0,0,0,0,1,0,0,0,1,0,0,1.953789868,
Lagenorhynchus,albirostris,mammals,Lagenorhynchus_albirostris,Mammals,Mammals,GCF_949774975.1,GCA_949774935.1,LC,no,no,LagAlb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.274,1700445403,0.707465111,21,0,0,0,0,0,2403574927,FO; GG; PT; FR; LT; NL; PL; JE; ES; IE; SE; GB; IM; US; IS; LV; NO; FI; SJ; PM; RU; EE; DE; BE; DK; GL; CA,9_1; 10_1,,,3200,275000,,1,0,0,0,0,,,,,,,0,0,
Lagopus,muta,birds,Lagopus_muta,Birds,Birds,GCF_023343835.1,GCA_023344045.1,LC,no,no,LagMut,Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.195,3.195,874030708,0.862376765,38,0,0,0,0,0,1013513749,LI; GB; JP; GL; DE; AT; RU-EU; RU; CH; FO; SE; AD; RU-CA; FI; KZ; NO; FR; SI; ES; IT; RU-EA; CA; SJ; MN; US; CN; BG; IS; TJ,4_1,,Lagopus mutus;Lagopus mutus;Lagopus mutus,355,535.3,,0,0,1,0,0,,,,,,,0,0,
Lampetra,fluviatilis,chordates,Lampetra_fluviatilis,Fishes,Cyclostomes,GCA_964198595.1,GCA_964198585.1,NT,no,no,LamFlu,,710235,6,0.072675232,710235,6,0.106684864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227987,2,0.02332891,227987,2,0.034246076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.474,3.474,665731741,0.681214089,82,0.003706232,0,0,0.001189709,0,977272419,CZ; UA; EE; RU; SE; NO; LV; GB; FI; FR; IE; LT; BE; PL; NL; BY; DE; PT; DK; LU; FRA-FR; POR-OO; GRB-OO; IRE-NI; RU-EU; BLT-KA; LI; SK; ES; SPA-SP; CH; UKR-UK; RUC-OO; RUN-OO; RUW-OO; IT; ITA-IT,9_10; 9_1; 5_1,A2ce,Petromyzon jurae;Petromyzon argenteus;Petromyzon branchialis;Ammocoetes communis;Petromyzon omalii;Lampetra opisthodon;Lampetra fluviatilis;Petromyzon sanguisuga;Lampetra (Lampetra) fluviatilis;Petromyzon fluviatilis,,,,,,,,,1,0,0,0.321002203,0.678997797,0,0,7.404892055,
Lampris,incognitus,fishes,Lampris_incognitus,Fishes,Ray-finned fishes,GCF_029633865.1,,DD/NE,no,,LamInc,,2568866,16,0.181352445,2470084,16,0.256104939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.107,2.105,964481204,0.680888084,21,0.005396131,0,0,0,0,1416504749,,,,,,,1,1,0,0,0,0,1,0,0,0,1,0,0,1.056937369,
Larus,argentatus,birds,Larus_argentatus,Birds,Birds,GCA_964417175.1,,LC,no,,LarArg,Marine,11528305,43,0.888173505,11365586,43,1.013495248,4427802,3,0.341130498,4427602,3,0.394819377,3875257,2,0.298560855,3875057,2,0.345547678,0,0,0,0,0,0,4410063,7,0.339763834,4298694,7,0.383324357,2789109,1,0.214880914,2789109,1,0.248711216,0,0,0,0,0,0,0,0,0,0,0,0,2.604,2.595,1121424696,0.863977578,33,0.026391416,0.008998062,0,0.009981766,0.00647644,1297978935,MD; LU; IT; RU-EU; PL; GI; RS; MT; FI; DE; IE; SK; NL; RO; EG; MA; HR; BY; LV; MK; SJ; CY; PT; KZ; AL; ES; GR; IS; AT; BG; HU; SE; DK; GB; FR; IL; CH; FO; BE; GL; LT; NO; RU; ME; EE; UA; CZ,15_1; 10_1; 12_5; 10_2; 13_5; 9_1; 9_3; 12_2; 13_5; 9_9; 9_2; 14_1; 14_5; 14_5; 9_7; 9_9; 9_10; 12_6; 12_1; 13_1; 9_4; 9_1; 9_2; 9_7; 12_3; 15_5; 9_4; 9_5; 9_5; 5_5; 9_3; 5_5,,,500,1500,,1,0,1,0,0,0.65905348,0.34094652,0,0.378220182,0.621779818,0.245399489,0,20.95202459,
Larus,fuscus,birds,Larus_fuscus,Birds,Birds,GCA_963932225.1,GCA_963932325.1,LC,no,no,LarFus,"Marine, Freshwater",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.729,2.729,1046825418,0.874567106,31,0,0,0,0,0,1196964088,LU; BA; AT; RO; LV; SJ; ME; UG; GQ; GB; ER; NE; SD; GH; KN; BI; NL; AL; CZ; RW; CA; DO; MZ; GR; SC; AE; YE; VC; MT; SY; DZ; MA; EH; GM; KM; JO; SN; TN; TZ; BE; NA; QA; AF; PR; CF; MK; TD; LK; IQ; RU; OM; PL; TR; CH; TG; AI; AG; AW; IR; CG; PM; LY; GW; MW; BG; GL; BW; CY; CD; MS; VE; DM; BS; MQ; YT; DE; ZW; DK; BJ; AR; GP; MN; HU; EG; UA; LR; FI; RS; RU-EU; EC; KZ; FO; KE; CU; BB; CV; GN; CM; FR; SK; UZ; CI; HR; AU; BH; IN; SS; LB; LT; US; SO; GE; GI; SI; EE; ES; SE; DJ; SL; PS; ZA; KW; IE; LC; MX; BM; PA; GF; RU-CA; IL; IS; KG; TM; VI; ML; NG; IT; BF; TT; ET; MR; GA; SA; ZM; BY; NO; AO; PT,14_1; 13_4; 5_6; 9_4; 9_2; 9_3; 9_2; 5_5; 9_7; 12_2; 9_4; 13_5; 5_6; 13_1; 10_1; 5_5; 10_2; 14_1; 14_2; 10_1; 5_1; 9_10; 9_1; 14_2; 14_5; 14_5; 5_4; 9_9; 15_1; 9_7; 15_9; 9_5; 15_5; 9_9; 9_3; 10_2; 4_4; 15_6; 9_5; 5_1; 9_1,,,490,762.36,,1,0,0,0,0,,,,,,,0,0,
Larus,michahellis,birds,Larus_michahellis,Birds,Birds,GCA_964199755.1,GCA_964199725.1,LC,no,no,LarMic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.218,2.218,1049256007,0.828119805,33,0,0,0,0,0,1267034070,TR; SY; SA; PS; LB; JO; IL; MK; IT; HU; GR; GI; DE; FR; DK; CZ; HR; BA; BE; BG; FI; IE; LI; SE; CV; GM; NG; SN; BH; AL; AT; MT; MC; ME; NL; PL; PT; AZO-OO; RS; SK; SI; ES; CNY-OO; CH; GB; DZ; EG; LY; MA; TN; EH; BY; MR; CY; GE,13_1; 13_1; 12_3; 12_2; 12_2; 12_1; 9_10; 9_9; 9_9; 9_7; 9_7; 5_4; 5_1; 5_1; 15_8; 15_7; 15_4; 15_3; 15_2; 15_1; 14_5; 14_2; 14_1; 5_5; 5_7; 9_1; 9_1; 9_2; 9_2; 9_3; 9_3; 9_4; 9_4; 9_5; 9_5,,,550,1111.89,,1,0,0,0,0,,,,,,,0,0,
Lateolabrax,maculatus,fishes,Lateolabrax_maculatus,Fishes,Ray-finned fishes,,,DD/NE,yes,unknown,LatMac,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.392,4.392,531109758,0.847586776,24,0,0,0,0,0,626614021,,,,,,,,,,,,,,,,,,,0,0,
Lathamus,discolor,birds,Lathamus_discolor,Birds,Birds,GCF_037157495.1,,CR,no,,LatDis,Terrestrial,4755421,8,0.39735135,4755421,8,0.47906593,3958599,3,0.330770852,3958599,3,0.398793275,3079697,2,0.25733195,3079697,2,0.310251796,0,0,0,0,0,0,3079697,2,0.25733195,3079697,2,0.310251796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,3.624,992644373,0.829429365,24,0.01736614,0.011246628,0,0.011246628,0,1196779877,AU,1_5; 1_5; 1_4; 1_4; 14_5; 14_5; 14_2; 14_2,A3ce,,242.5,64.7,,0,0,0,1,0,0.35238184,0.64761816,0,0.64761816,0.35238184,0,0,2.625612041,
Lemur,catta,mammals,Lemur_catta,Mammals,Mammals,GCF_020740605.2,GCA_020740595.1,EN,yes,yes,LemCat,Terrestrial,116705843,101,5.37151903,115414623,101,5.782657349,105354815,47,4.849075068,104139550,47,5.217738606,94089888,32,4.330594004,92276129,31,4.623341667,13361759,1,0.61499014,13323143,1,0.667533877,90327785,32,4.157438938,90490435,33,4.533872445,19121409,3,0.880084576,18925078,3,0.948209495,0,0,0,0,0,0,0,0,0,0,0,0,3.029,2.991,1995875184,0.918624231,27,0.175156691,0.140041019,0.020219601,0.137330996,0.028721266,2172678573,MG,1_5; 3_5; 1_9; 6; 7_1,A4cd,,455,3500,,0,0,1,1,0,0.200481476,0.799518524,0.115437218,0.784046533,0.215953467,0.163974698,0,27.15111856,
Lepidochelys,kempii,reptiles,Lepidochelys_kempii,Reptiles,Turtles,GCA_965140285.1,,CR,no,,LepKem,Marine,154169215,771,6.979586632,153483380,771,7.183071714,22405602,31,1.014351926,22402131,31,1.04842696,2567810,2,0.116250526,2567810,2,0.120174337,0,0,0,0,0,0,2777236,7,0.125731711,3942237,10,0.184497964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0.501,2136737403,0.967349014,28,0.037423804,0.000626108,0,0.000961234,0,2208858821,VRG-OO; TEX-OO; SCA-OO; RHO-OO; NCA-OO; NWJ-OO; NWH-OO; MSI-OO; MAS-OO; MRY-OO; MXT-TB; BM; MXT-CA; MX; GB; POR-OO; MDR-OO; AZO-OO; PT; IE; FRA-FR; FR; MXE-TA; MXG-VC; MXT-YU; CA; US; ALA-OO; CNT-OO; DEL-OO; FLA-OO; GEO-OO; LOU-OO; MAI-OO,10_1; 9_10; 9_1; 13_3,A2bd,Thalassochelys kempii;Lepidochelys kempi,720,31400,,1,0,0,0,0,0.983269785,0.016730215,0,0.025685107,0.974314893,0,0,11.93831876,
Lepidochelys,olivacea,reptiles,Lepidochelys_olivacea,Reptiles,Turtles,GCA_965140295.1,,VU,no,,LepOli,Marine,43295659,221,1.964008416,43272536,221,2.024972418,10094488,9,0.45791333,10094488,9,0.47237952,6305492,3,0.286034204,6305492,3,0.295070466,0,0,0,0,0,0,5663439,6,0.25690894,7089692,7,0.331767723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512600236,0.508,2136944465,0.969375917,28,0.010380013,0.001512532,0,0.001700642,0,2204453843,CL; GH; PA; CM; PG; CO; LK; PE; CR; GM; GN; PK; GP; GQ; PH; GT; NCB-OO; CG; CI; SR; GW; SO; GY; SN; SL; CU; CV; AND-AN; SD; KE; BJ; KH; FM; VEN-OO; MQ; MR; YE; IR; MM; AU; IN; MY; MZ; MX; US; MV; ZA; HN; EC; VN; LR; MG; VE; DO; GGI-ST; ID; UY; HAW-HI; MA; NG; NI; AG; PR; ER; NA; TZ; AO; TT; TW; VNA-OO; JP; TG; GF; JM; BR; GA; TH; OM; SV; ST; BD; BN; GGI-BI,12_2; 10_1; 9_1,A2bd,Chelonia olivacea,710,45000,,1,0,0,0,0,0.854284205,0.145715795,0,0.163838144,0.836161856,0,0,5.588146631,
Lepidogalaxias,salamandroides,fishes,Lepidogalaxias_salamandroides,Fishes,Ray-finned fishes,GCA_049190665.1,,EN,no,,LepSal,,2287188,8,0.381303734,1427560,8,0.371465142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237483,3,0.206304374,769246,3,0.200165369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.202,2.196,384305239,0.640686391,20,0.008179662,0,0,0.004407641,0,599833623,WAU-WA; AU,5_2; 5_1; 5_8,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",,74.00000095,,0,1,0,0,0,0,1,0,0,0.538853708,0.461146292,0,0,6.459927332,
Lepisosteus,oculatus,fishes,Lepisosteus_oculatus,Fishes,Ray-finned fishes,GCF_040954835.1,,LC,no,,LepOcu,Freshwater,1916179,13,0.179502922,1660498,13,0.184152361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341033,2,0.03194713,336786,2,0.037350203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.005,3,901697914,0.844688363,29,0.005533778,0,0,0.001122374,0,1067491815,US; LOU-OO; TEX-OO; PEN-OO; MSI-OO; ALA-OO; TEN-OO; OKL-OO; OHI-OO; NWM-OO; MSO-OO; MIC-OO; GEO-OO; FLA-OO; ARK-OO; ILL-OO; INI-OO; KAN-OO; KTY-OO; ONT-OO; CA; MX; MXE-TA; MXE-NL,5_7; 13_4; 5_4; 13_5; 5_1,,,1500,4440,0,1,0,0,0,0,1,0,0,0.202822286,0.797177714,0,0,3.006690252,
Leptodactylus,fuscus,amphibians,Leptodactylus_fuscus,Amphibians,Amphibians,GCA_031893055.1,,LC,no,,LepFus,,36690816,70,1.776456659,34946655,70,2.029232385,26734605,19,1.294407491,24982269,17,1.450634669,18769833,9,0.908777685,18327353,9,1.064206524,0,0,0,0,0,0,13426577,5,0.650073635,14523577,6,0.843334299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522651177,1.515,1722161309,0.83381763,11,0.030898131,0.016204153,0,0.01284104,0,2065393254,SR; PA; PY; TT; GY; CO; BO; BR; GF; AR; VE; PE; BZL-SP; BZN-TO; BZE-CE; BZE-MA; BZE-PE; BZC-MT; BZC-MS; BZE-RN; BZC-DF; BZC-GO; BZE-SE; BZS-SC; BZL-RJ; BZN-AC; BZS-RS; BZE-AL; BZL-ES; BZL-MG; BZN-RM; BZE-PI; BZN-RO; BZN-PA; BZN-AZ; BZS-PR; BZE-BA,15_9; 14_6; 1_5; 1_6; 1_9; 2_2; 2_1; 14_5; 5_4; 5_5; 5_8; 4_6; 4_5; 15_2,,,56.7,9.1,,0,0,1,0,0,0.475562024,0.524437976,0,0.415592766,0.584407234,0,0.076422722,6.91038509,
Leptosomus,discolor,birds,Leptosomus_discolor,Birds,Birds,GCA_034619465.1,,LC,likely,,LepDis,,17101772,29,1.407058291,17089182,29,1.594481347,12549088,10,1.032483553,12548888,10,1.170855799,8279472,4,0.6811984,8279272,4,0.772485469,0,0,0,0,0,0,9307999,10,0.76582106,9307799,10,0.868450689,3947087,1,0.324748891,4761721,2,0.444285473,3947087,1,0.324748891,3946887,1,0.368258569,0,0,0,0,0,0,2.996,2.99,1071770581,0.881805512,28,0.047770661,0.023143665,0,0.026018783,0.013310793,1215427400,YT; MG; KM,14_3; 1_9; 1_6; 3_5; 1_5; 4_5,,,500,240,,0,0,0,1,0,0.515525553,0.484474447,0,0.5446603,0.4553397,0.278639493,0,62.3675295,
Lethrinus,nebulosus,fishes,Lethrinus_nebulosus,Fishes,Ray-finned fishes,GCA_045362495.1,,LC,likely,,LetNeb,Marine,767681,5,0.068457894,756497,5,0.1028836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,5.44,735294059,0.655697912,24,0.005596868,0,0,0,0,1121391490,FJ; EG; AS; AU; TW; VN; OM; PK; SCS-SI; SG; NC; MV; PH; BH; TH; ZA; MM; MG; PG; WS; QA; MZ; SB; AE; JP; TO; IO; SCS-PI; KM; MU; SO; KH; TF; WF; YE; MY; IR; DJ; RE; SA; TZ; LK; BN; DT; ER; JO; KE; YT; IL; KW; MCI-OO; SC; CN; SD; VU; ID; IQ; IN; ALD-OO; WAU-AC; QLD-CS; NFK-LH; IND-KT; IND-PO; NTA-OO; AND-AN; MYA-OO; NSW-NS; IND-KE; IND-MR; SEY-OO; IND-GO; AND-CO; QLD-QU; NAT-OO; CGS-OO; IND-TN; MAU-OO; HK; MO; WAU-WA; IND-AP; NCB-OO; LDV-OO; ROD-OO; TL,9_2; 9_4; 9_8; 9_9; 9_10; 12_7,,Lethrinus gothofredi;Lethrinus alboguttatus;Lethrinus anatarius;Lethrinus aurolineatus;Lethrinus carinatus;Lethrinus centurio;Sparus choerorynchus;Lethrinus cyanoxanthus;Lethrinus devisianus;Lethrinus erythrurus;Lethrinus esculentus;Lethrinus fasciatus;Lethrinus fraenatus;Lethrinus guentheri;Lethrinus karwa;Lethrinus korely;Lethrinus maculatus;Sciaena nebulosa;Lethrinus ornatus;Lethrinus perselectus,870,8400,1,1,0,0,0,0,1,0,0,0,1,0,0,0.846340193,
Leuciscus,leuciscus,fishes,Leuciscus_leuciscus,Fishes,Ray-finned fishes,GCA_965113295.1,,LC,no,,LeuLeu,Freshwater,48915232,178,4.269218637,44078975,178,7.095839433,17880714,20,1.560591136,14617443,16,2.353117976,9406506,7,0.820980073,8268008,6,1.33098506,0,0,0,0,0,0,17523784,21,1.529439035,23404053,41,3.767587657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.177,2.137,621194651,0.542165635,25,0.154476424,0.028975545,0,0.082020383,0,1145765447,HU; BG; LI; MD; DK; FR; EE; FI; HR; RU; IE; LU; UA; SK; RS; ME; BY; LV; BE; KZ; DE; SE; LT; PL; GB; BA; SI; CH; NO; AT; RO; CZ; NL; FRA-FR; YUG-KO; YUG-SE; GRB-OO; UKR-UK; RU-EU; RUC-OO; RUE-OO; BLT-KA; RUN-OO; RUW-OO; RUS-OO,5_1; 5_5; 15_1; 15_9,,Leuciscus vulgaris;Cyprinus umbra;Idus stagnalis;Cyprinus squalus;Cyprinus simus;Leuciscus saltator;Cyprinus salax;Leuciscus leuciscus;Leuciscus rostratus;Leuciscus rodens;Squalius vulgaris;Cyprinus mugilis;Squalius vulgaris;Squalius mehdem;Leuciscus majalis;Squalius lepusculus;Cyprinus lancastriensis;Cyprinus grislagine;Cyprinus grainining;Cyprinus graining;Cyprinus dobula;Squalius chalybeius;Leuciscus argenteus;Cyprinus leuciscus,400,1000,0,1,0,0,0,0,0.812427399,0.187572601,0,0.530957287,0.469042713,0,0,30.9444633,
Liasis,olivaceus,reptiles,Liasis_olivaceus,Reptiles,Lepidosauria,GCA_030867105.1,,LC,yes,,LiaOli,,973049211,1562,65.53597368,958519986,1561,66.40990424,720265241,400,48.51068512,705728702,397,48.89556421,571017040,186,38.45864863,556484212,183,38.55533924,157055816,7,10.57788826,157028198,7,10.87950981,461624931,199,31.09096538,457655088,212,31.70808227,172157575,11,11.59500894,162692001,10,11.27191959,65159542,3,4.388569439,55777246,2,3.864459395,0,0,0,0,0,0,0.026088545,0.019,1443338907,0.972105209,17,0.017325377,0.010058527,0.002838306,0.008272177,0.00294068,1484755862,WAU-WA; QLD-QU; NTA-OO; AU,4_5; 3_5; 2_2; 1_6; 2_1; 1_5,,,4000,21710.2,,0,0,1,0,0,0.419433898,0.580566102,0.163823603,0.477460141,0.522539859,0.169732508,36.77637345,105.2033684,Yes
Limanda,limanda,fishes,Limanda_limanda,Fishes,Ray-finned fishes,GCF_963576545.1,GCA_963576525.1,LC,no,no,LimLim,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941,1.941,486469959,0.761524274,23,0,0,0,0,0,638810837,GB; SE; ES; PL; NO; NL; LT; BE; DK; RU-EU; FO; FR; DE; GG; IS; IE; JE; LV; BLT-KA; RU; IRE-NI; RUW-OO; RUN-OO; IM; FRA-FR; SPA-SP; GRB-OO,9_4; 9_3,,Pleuronectes limanda,400,1000,1,1,0,0,0,0,,,,,,,0,0,
Lipophrys,pholis,fishes,Lipophrys_pholis,Fishes,Ray-finned fishes,GCA_963383615.1,GCA_963383635.1,LC,no,no,LipPho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0025,2.0025,575383837,0.800882,23,0,0,0,0,0,718437719,GG; GB; TR; NO; PT; FR; ES; NL; BE; DE; JE; GI; MA; IE,12_1,,Pholis carolinus;Pholis laevis;Blennius pholis;Pholis bufo,170,,1,1,0,0,0,0,,,,,,,0,0,
Lissotriton,helveticus,amphibians,Lissotriton_helveticus,Amphibians,Amphibians,GCA_964261635.1,GCA_964258895.1,LC,no,no,LisHel,Freshwater,3530497,11,0.015449253,1183621,11,0.01513971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,7817989898,0.342110766,17,0.00011809,0,0,0,0,22852218266,BE; CZ; GRB-OO; FR; FRA-FR; DE; LU; NL; PT; CH; GB; POR-OO; ES; SPA-SP; GG; IM; JE,14_2; 14_1; 1_4; 5_2; 5_4; 5_5; 14_3; 14_4; 14_5; 15_1; 15_2; 5_8; 15_5; 5_6; 15_9; 3_4; 5_1; 5_7,,Triturus helveticus;Lacerta helvetica,95,1.8,,1,0,1,0,0,1,0,0,0,1,0,0,0.271695143,
Lonchura,striata,birds,Lonchura_striata,,,,,LC,yes,yes,LonStr,,280521145,490,24.12617637,274824954,490,29.32185292,201055421,139,17.29173944,195099900,135,20.81576105,151453739,65,13.02575469,147184031,64,15.70348124,0,0,0,0,0,0,177631475,159,15.2771667,176501259,167,18.83141935,25220880,6,2.169117765,22152639,7,2.363527813,11944722,2,1.027303912,9870585,3,1.053120677,0,0,0,715691,1,0.0763591,4.286,3.871,937270079,0.806097638,39,1.256734616,0.673051206,0,0.807114633,0.101300802,1162725252,TW; JP; KH; IN; LA; NP; TH; VN; BT; BD; LK; ID; CN; MY; MM; SG,14_1; 4_5; 2_1; 1_5; 3_5,,,100,12.3,,0,0,1,0,0,0.464444444,0.535555556,0,0.64223156,0.35776844,0.080606359,0,104.8321109,
Loxodonta,africana,mammals,Loxodonta_africana,Mammals,Mammals,GCF_030014295.1,,EN,yes,,LoxAfr,Terrestrial,73141137,442,2.231306549,72148169,442,3.075254325,8152458,9,0.248705909,7456492,8,0.317826628,3585540,2,0.109383573,3534857,2,0.150670272,0,0,0,0,0,0,3674522,3,0.112098134,3636990,3,0.155023605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0.594,2346087880,0.715717784,27,0.018728299,0.000917582,0,0.000944094,0,3277951074,BF; AO; BW; BI; MR; CM; CF; ZM; SO; TD; TZ; CD; ER; ZA; MW; ML; SZ; ZW; MZ; ET; SS; NA; NG; UG; KE; RW,2_1; 5_3; 1_6; 1_9; 2_2; 3_5; 1_5; 8_1; 3_6; 8_3; 4_5; 4_6; 5_1; 5_2; 1_7; 1_8; 5_13,A2bd,Elephas africana;Loxodonta africana,7500,7000000,,0,0,1,0,0,0.95100559,0.04899441,0,0.050410011,0.949589989,0,0,7.594116059,
