genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,FROH_file_name,Het_file_name,MSMC_file_name,Genome_length_file_name,Align_file_name,AlnBin_file_name,ROH_csv_file_name,config_file_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_wo_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Rhinatrema,bivittatum,amphibians,Rhinatrema_bivittatum,Amphibians,Amphibians,GCF_901001135.1,GCA_901001175.1,LC,no,no,RhiBiv,../groups/amphibians/Rhinatrema_bivittatum/heterozygosity/RhiBiv_FROH.csv,../groups/amphibians/Rhinatrema_bivittatum/heterozygosity/RhiBiv_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Rhinatrema_bivittatum/heterozygosity/MSMC/Primary_Results/RhiBiv.msmc2.final.txt,../groups/amphibians/Rhinatrema_bivittatum/heterozygosity/RhiBiv_Chroms_Lengths.txt,../groups/amphibians/Rhinatrema_bivittatum/heterozygosity/RhiBiv_Genome_Align.txt,../groups/amphibians/Rhinatrema_bivittatum/heterozygosity/RhiBiv_alnROH_bins.txt,../groups/amphibians/Rhinatrema_bivittatum/heterozygosity/ROH/RhiBiv_Auto_ROH_FROH_percent.csv,config_files/amphibians/RhiBiv_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571,1.571,2734609742,0.528062535,19,0,0,0,0,0,5178571785,BR; GY; SR; GF; BZN-AP; BZN-PA,5_1; 5_2; 1_6,,Caecilia bivittata,246,18.6,,1,1,1,0,0,,,,,,,0,0,
Rhineura,floridana,reptiles,Rhineura_floridana,Reptiles,Lepidosauria,GCF_030035675.1,,LC,no,,RhiFlo,../groups/reptiles/Rhineura_floridana/heterozygosity/RhiFlo_FROH.csv,../groups/reptiles/Rhineura_floridana/heterozygosity/RhiFlo_whole_genome_mean_heterozygosity.txt,../groups/reptiles/Rhineura_floridana/heterozygosity/MSMC/Primary_Results/RhiFlo.msmc2.final.txt,../groups/reptiles/Rhineura_floridana/heterozygosity/RhiFlo_Chroms_Lengths.txt,../groups/reptiles/Rhineura_floridana/heterozygosity/RhiFlo_Genome_Align.txt,../groups/reptiles/Rhineura_floridana/heterozygosity/RhiFlo_alnROH_bins.txt,../groups/reptiles/Rhineura_floridana/heterozygosity/ROH/RhiFlo_Auto_ROH_FROH_percent.csv,config_files/reptiles/RhiFlo_config.yml,,826022250,2132,35.86603823,766823447,2132,43.51380319,445892984,249,19.36075549,389807485,231,22.11983247,348172663,106,15.11772116,294206505,92,16.69490416,75508952,5,3.278612603,57528965,4,3.26451163,310355585,93,13.47569666,276589774,91,15.69523342,33187594,2,1.441011444,32468862,2,1.842462794,0,0,0,0,0,0,0,0,0,0,0,0,0.11342999,0.095,1762253333,0.765173643,22,0.049357703,0.018937028,0.003702935,0.017803102,0.002089905,2303076366,US,3_4; 14_1; 1_4,,,380,54.2,,0,1,0,0,0,0.6163308436237737,0.3836691563762263,0.075022439,0.3606955096144848,0.6393044903855152,0.042342031,0,73.23084522217562,
Rhinolophus,affinis,mammals,Rhinolophus_affinis,Mammals,Mammals,GCA_043728065.1,GCA_043727925.1,LC,no,no,RhiAff,../groups/mammals/Rhinolophus_affinis/heterozygosity/RhiAff_FROH.csv,../groups/mammals/Rhinolophus_affinis/heterozygosity/RhiAff_whole_genome_mean_heterozygosity.txt,../groups/mammals/Rhinolophus_affinis/heterozygosity/MSMC/Primary_Results/RhiAff.msmc2.final.txt,../groups/mammals/Rhinolophus_affinis/heterozygosity/RhiAff_Chroms_Lengths.txt,../groups/mammals/Rhinolophus_affinis/heterozygosity/RhiAff_Genome_Align.txt,../groups/mammals/Rhinolophus_affinis/heterozygosity/RhiAff_alnROH_bins.txt,../groups/mammals/Rhinolophus_affinis/heterozygosity/ROH/RhiAff_Auto_ROH_FROH_percent.csv,config_files/mammals/RhiAff_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.491,5.491,1906460941,0.906183931,30,0,0,0,0,0,2103834415,IN; KH; SUM-OO; HK; CN; SG; ID; AND-AN; TH; BOR-SR; BOR-SB; MM; LSI-LS; VN; BD; BT; LA; BOR-KA; MY; NP,7_1; 14_3; 1_5; 14_4; 1_9; 1_6; 14_5,,Rhinolophus andamanensis;Rhinolophus hainanus;Rhinolophus himalayanus;Rhinolophus macrurus;Rhinolophus nesites;Rhinolophus princeps;Rhinolophus superans;Rhinolophus tener,63,20,,0,0,0,0,1,,,,,,,0,0,
Rhinolophus,ferrumequinum,mammals,Rhinolophus_ferrumequinum,Mammals,Mammals,GCF_004115265.2,GCA_004115295.1,LC,no,no,RhiFer,../groups/mammals/Rhinolophus_ferrumequinum/heterozygosity/RhiFer_FROH.csv,../groups/mammals/Rhinolophus_ferrumequinum/heterozygosity/RhiFer_whole_genome_mean_heterozygosity.txt,../groups/mammals/Rhinolophus_ferrumequinum/heterozygosity/MSMC/Primary_Results/RhiFer.msmc2.final.txt,../groups/mammals/Rhinolophus_ferrumequinum/heterozygosity/RhiFer_Chroms_Lengths.txt,../groups/mammals/Rhinolophus_ferrumequinum/heterozygosity/RhiFer_Genome_Align.txt,../groups/mammals/Rhinolophus_ferrumequinum/heterozygosity/RhiFer_alnROH_bins.txt,../groups/mammals/Rhinolophus_ferrumequinum/heterozygosity/ROH/RhiFer_Auto_ROH_FROH_percent.csv,config_files/mammals/RhiFer_config.yml,Terrestrial,548224213,2840,27.17433834,545199660,2840,29.40050309,68070079,101,3.374092778,65581025,97,3.53653032,12357457,11,0.612533539,12328679,11,0.664837841,0,0,0,0,0,0,36727651,60,1.820513562,37434811,61,2.018714165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.069,0.914,1854388880,0.919182146,27,0.314291378,0.007107117,0,0.021580054,0,2017433529,RO; KRI-OO; SM; DZ; RS; HU; PL; IL; CH; LU; RU; HR; LB; UZ; KR; KP; MC; MD; SI; MA; ME; IN; TM; IQ; SA; JP; GI; NP; IR; CN; JO; TR; SAR-OO; MT; GB; AM; BA; TN; GR; TJ; LI; AL; IT; BT; PK; AZ; GE; CY; BG; AD; CZ; ES; SY; FR; AT; UA; PS; BAL-OO; PT; KG; AF; BD; NL; SIC-SI; BE; KZ; DE; MK; COR-OO; SK,14_5; 7_1; 4_4; 1_4; 3_8; 14_2; 7_2,,Vespertilio ferrum-equinum,79,34,,0,0,0,0,1,0.9773868549367768,0.022613145,0,0.068662572,0.9313374278333189,0,19.98636751271527,41.683202311900224,
Rhinolophus,hipposideros,mammals,Rhinolophus_hipposideros,Mammals,Mammals,GCA_964194185.1,,LC,no,,RhiHip,../groups/mammals/Rhinolophus_hipposideros/heterozygosity/RhiHip_FROH.csv,../groups/mammals/Rhinolophus_hipposideros/heterozygosity/RhiHip_whole_genome_mean_heterozygosity.txt,../groups/mammals/Rhinolophus_hipposideros/heterozygosity/MSMC/Primary_Results/RhiHip.msmc2.final.txt,../groups/mammals/Rhinolophus_hipposideros/heterozygosity/RhiHip_Chroms_Lengths.txt,../groups/mammals/Rhinolophus_hipposideros/heterozygosity/RhiHip_Genome_Align.txt,../groups/mammals/Rhinolophus_hipposideros/heterozygosity/RhiHip_alnROH_bins.txt,../groups/mammals/Rhinolophus_hipposideros/heterozygosity/ROH/RhiHip_Auto_ROH_FROH_percent.csv,config_files/mammals/RhiHip_config.yml,Terrestrial,46174228,214,2.353294995,46044455,214,2.410071159,12043102,13,0.613783335,12034358,13,0.62990558,4306970,2,0.219507101,4305770,2,0.225373763,0,0,0,0,0,0,8096821,8,0.412658948,8294109,9,0.434132468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.186,2.162,1910501888,0.973697824,28,0.052684156,0.00492667,0,0.009490136,0,1962109642,AD; IT; AZ; BAL-OO; UA; IR; IQ; NL; ER; IN; ET; ES; IL; AF; AT; IE; EG; PS; DJ; MA; SAR-OO; AM; LU; VA; PK; MC; RU; SD; UZ; CZ; GR; CH; LB; KG; DE; PL; MD; MT; BG; BA; SIC-SI; KRI-OO; TR; BE; FR; RS; PT; SY; CY; TJ; GE; MK; CN; COR-OO; JO; LI; SI; SIN-OO; TM; KZ; RO; DZ; SK; GI; GB; SM; HU; TN; SA; ME; HR; AL,3_8; 1_4; 14_5; 3_7; 7_2; 3_5; 4_4; 3_4; 7_1,,Noctilio hipposideros,45,9,,0,0,0,0,1,0.9064866768430644,0.093513323,0,0.1801326348634159,0.8198673651365841,0,0,9.334311064337763,
Rhinolophus,perniger,mammals,Rhinolophus_perniger,,,,,DD/NE,no,no,RhiPer,../groups/mammals/Rhinolophus_perniger/heterozygosity/RhiPer_FROH.csv,../groups/mammals/Rhinolophus_perniger/heterozygosity/RhiPer_whole_genome_mean_heterozygosity.txt,../groups/mammals/Rhinolophus_perniger/heterozygosity/MSMC/Primary_Results/RhiPer.msmc2.final.txt,../groups/mammals/Rhinolophus_perniger/heterozygosity/RhiPer_Chroms_Lengths.txt,../groups/mammals/Rhinolophus_perniger/heterozygosity/RhiPer_Genome_Align.txt,../groups/mammals/Rhinolophus_perniger/heterozygosity/RhiPer_alnROH_bins.txt,../groups/mammals/Rhinolophus_perniger/heterozygosity/ROH/RhiPer_Auto_ROH_FROH_percent.csv,config_files/mammals/RhiPer_config.yml,,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,6.405,6.405,1779484516,0.828738285,15,0,0,0,0,0,2147221323,,,,,,,,,,,,,,,,,,,0,0,
Rhinolophus,trifoliatus,mammals,Rhinolophus_trifoliatus,Mammals,Mammals,GCA_043728145.1,GCA_043728055.1,NT,no,no,RhiTri,../groups/mammals/Rhinolophus_trifoliatus/heterozygosity/RhiTri_FROH.csv,../groups/mammals/Rhinolophus_trifoliatus/heterozygosity/RhiTri_whole_genome_mean_heterozygosity.txt,../groups/mammals/Rhinolophus_trifoliatus/heterozygosity/MSMC/Primary_Results/RhiTri.msmc2.final.txt,../groups/mammals/Rhinolophus_trifoliatus/heterozygosity/RhiTri_Chroms_Lengths.txt,../groups/mammals/Rhinolophus_trifoliatus/heterozygosity/RhiTri_Genome_Align.txt,../groups/mammals/Rhinolophus_trifoliatus/heterozygosity/RhiTri_alnROH_bins.txt,../groups/mammals/Rhinolophus_trifoliatus/heterozygosity/ROH/RhiTri_Auto_ROH_FROH_percent.csv,config_files/mammals/RhiTri_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.588,5.588,1816334595,0.837326891,15,0,0,0,0,0,2169206094,MLY-PM; SUM-OO; MY; ID; BOR-SB; BN; TH; CN; IN; BOR-KA; JAW-OO; MM; BOR-SR; SG,1_6; 1_9; 14_3; 14_6,A4c,,65,20,,0,0,0,0,1,,,,,,,0,0,
Rhinolophus,yonghoiseni,mammals,Rhinolophus_yonghoiseni,Mammals,Mammals,GCA_043880425.1,GCA_043880365.1,DD/NE,no,no,RhiYon,../groups/mammals/Rhinolophus_yonghoiseni/heterozygosity/RhiYon_FROH.csv,../groups/mammals/Rhinolophus_yonghoiseni/heterozygosity/RhiYon_whole_genome_mean_heterozygosity.txt,../groups/mammals/Rhinolophus_yonghoiseni/heterozygosity/MSMC/Primary_Results/RhiYon.msmc2.final.txt,../groups/mammals/Rhinolophus_yonghoiseni/heterozygosity/RhiYon_Chroms_Lengths.txt,../groups/mammals/Rhinolophus_yonghoiseni/heterozygosity/RhiYon_Genome_Align.txt,../groups/mammals/Rhinolophus_yonghoiseni/heterozygosity/RhiYon_alnROH_bins.txt,../groups/mammals/Rhinolophus_yonghoiseni/heterozygosity/ROH/RhiYon_Auto_ROH_FROH_percent.csv,config_files/mammals/RhiYon_config.yml,,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,1.592,1.592,1974848573,0.919884973,14,0,0,0,0,0,2146842954,,,,,,,,,,,,,,,,,,,0,0,
Rhinophrynus,dorsalis,amphibians,Rhinophrynus_dorsalis,Amphibians,Amphibians,GCA_037306005.1,,LC,no,,RhiDor,../groups/amphibians/Rhinophrynus_dorsalis/heterozygosity/RhiDor_FROH.csv,../groups/amphibians/Rhinophrynus_dorsalis/heterozygosity/RhiDor_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Rhinophrynus_dorsalis/heterozygosity/MSMC/Primary_Results/RhiDor.msmc2.final.txt,../groups/amphibians/Rhinophrynus_dorsalis/heterozygosity/RhiDor_Chroms_Lengths.txt,../groups/amphibians/Rhinophrynus_dorsalis/heterozygosity/RhiDor_Genome_Align.txt,../groups/amphibians/Rhinophrynus_dorsalis/heterozygosity/RhiDor_alnROH_bins.txt,../groups/amphibians/Rhinophrynus_dorsalis/heterozygosity/ROH/RhiDor_Auto_ROH_FROH_percent.csv,config_files/amphibians/RhiDor_config.yml,Terrestrial,1488804841,1522,31.78373197,1439006189,1522,41.37597312,1290123888,389,27.54219407,1238068870,372,35.59839052,1223531140,295,26.1205396,1175747288,284,33.80644819,246355816,15,5.25932413,240148485,15,6.905027466,630414529,75,13.45839688,719544267,97,20.6891704,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,1.689,1.598,3477878780,0.742474527,11,0.698840186,0.57099091,0.116625914,0.349440088,0,4684172527,SV; BZ; US; CR; MX; HN; NI; GT; MXC-PU; MXS-OA; MXS-GR; MXT-CI; MXT-YU; MXG-VC; MXE-TA; MXT-TB; MXT-CA,1_5; 3_5; 14_4; 15_8; 5_8; 2_1; 1_6; 15_9; 4_4; 14_2; 5_5,,Rhinophrynus rostratus,89,90,,0,1,0,0,0,0.1829449400651605,0.8170550599348394,0.1668849563231447,0.5000286117601959,0.4999713882398041,0,7.497892702768941,68.28905967255393,Yes
Rhinopoma,microphyllum,mammals,Rhinopoma_microphyllum,Mammals,Mammals,GCA_043880545.1,GCA_043880455.1,LC,no,no,RhiMic,../groups/mammals/Rhinopoma_microphyllum/heterozygosity/RhiMic_FROH.csv,../groups/mammals/Rhinopoma_microphyllum/heterozygosity/RhiMic_whole_genome_mean_heterozygosity.txt,../groups/mammals/Rhinopoma_microphyllum/heterozygosity/MSMC/Primary_Results/RhiMic.msmc2.final.txt,../groups/mammals/Rhinopoma_microphyllum/heterozygosity/RhiMic_Chroms_Lengths.txt,../groups/mammals/Rhinopoma_microphyllum/heterozygosity/RhiMic_Genome_Align.txt,../groups/mammals/Rhinopoma_microphyllum/heterozygosity/RhiMic_alnROH_bins.txt,../groups/mammals/Rhinopoma_microphyllum/heterozygosity/ROH/RhiMic_Auto_ROH_FROH_percent.csv,config_files/mammals/RhiMic_config.yml,,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,1.261,1.261,1921064799,0.779515763,20,0,0,0,0,0,2464433551,NE; BJ; GN; OM; PK; SA; MA; EG; GH; SY; ML; EH; DJ; SD; CF; CI; IQ; LB; MM; TH; IR; ID; BD; TG; SN; MR; YE; JO; LY; NG; SL; TD; ER; BF; IN; DZ; IL; ET; LR; TN,3_5; 7_1; 8_1,,Rhinopoma hadithaensis,81,37,,0,0,0,0,1,,,,,,,0,0,
Rhynchocyon,petersi,mammals,Rhynchocyon_petersi,Mammals,Mammals,GCA_043290085.1,,LC,likely,,RhyPet,../groups/mammals/Rhynchocyon_petersi/heterozygosity/RhyPet_FROH.csv,../groups/mammals/Rhynchocyon_petersi/heterozygosity/RhyPet_whole_genome_mean_heterozygosity.txt,../groups/mammals/Rhynchocyon_petersi/heterozygosity/MSMC/Primary_Results/RhyPet.msmc2.final.txt,../groups/mammals/Rhynchocyon_petersi/heterozygosity/RhyPet_Chroms_Lengths.txt,../groups/mammals/Rhynchocyon_petersi/heterozygosity/RhyPet_Genome_Align.txt,../groups/mammals/Rhynchocyon_petersi/heterozygosity/RhyPet_alnROH_bins.txt,../groups/mammals/Rhynchocyon_petersi/heterozygosity/ROH/RhyPet_Auto_ROH_FROH_percent.csv,config_files/mammals/RhyPet_config.yml,,601244141,535,10.82388531,598117199,535,12.16221295,538806077,210,9.699845346,535060025,207,10.87999806,491823279,144,8.854038489,489545157,143,9.954491288,92251905,7,1.660763027,92113443,7,1.873049815,276161686,44,4.971595086,286114628,47,5.81790164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.122,1.112,4917831990,0.885331695,11,0.136460029,0.111689392,0.021015619,0.065276856,0,5554790389,KE; TZ,1_9; 1_5; 14_6; 3_6; 1_6,,,324,424,,0,0,1,0,0,0.181523023,0.818476977,0.1540056750650304,0.478358804,0.521641196,0,2.261136885558334,87.72177827202384,
Rhynchonycteris,naso,mammals,Rhynchonycteris_naso,Mammals,Mammals,GCA_037038545.1,,LC,no,,RhyNas,../groups/mammals/Rhynchonycteris_naso/heterozygosity/RhyNas_FROH.csv,../groups/mammals/Rhynchonycteris_naso/heterozygosity/RhyNas_whole_genome_mean_heterozygosity.txt,../groups/mammals/Rhynchonycteris_naso/heterozygosity/MSMC/Primary_Results/RhyNas.msmc2.final.txt,../groups/mammals/Rhynchonycteris_naso/heterozygosity/RhyNas_Chroms_Lengths.txt,../groups/mammals/Rhynchonycteris_naso/heterozygosity/RhyNas_Genome_Align.txt,../groups/mammals/Rhynchonycteris_naso/heterozygosity/RhyNas_alnROH_bins.txt,../groups/mammals/Rhynchonycteris_naso/heterozygosity/ROH/RhyNas_Auto_ROH_FROH_percent.csv,config_files/mammals/RhyNas_config.yml,,61983182,254,2.526313996,61392137,254,2.759090023,18949771,17,0.772355825,18247104,16,0.820062716,11495531,6,0.468535495,11494784,6,0.516599444,0,0,0,0,0,0,4963701,2,0.202310803,4962954,2,0.223045451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1645,2.149,2225086405,0.90690196,10,0.059720504,0.011181795,0,0.004827819,0,2453502696,EC; PA; NI; BR; TT; BZ; CO; GY; PE; VE; BO; SR; MX; GT; GF; SV; HN; CR,7_1; 1_6; 1_9,,,53,4.14,,0,0,0,0,1,0.812764556,0.187235444,0,0.080840222,0.9191597777415697,0,0,14.006757335874282,
Rhynochetos,jubatus,birds,Rhynochetos_jubatus,Birds,Birds,GCA_027574665.1,GCA_027595965.1,EN,yes,yes,RhyJub,../groups/birds/Rhynochetos_jubatus/heterozygosity/RhyJub_FROH.csv,../groups/birds/Rhynochetos_jubatus/heterozygosity/RhyJub_whole_genome_mean_heterozygosity.txt,../groups/birds/Rhynochetos_jubatus/heterozygosity/MSMC/Primary_Results/RhyJub.msmc2.final.txt,../groups/birds/Rhynochetos_jubatus/heterozygosity/RhyJub_Chroms_Lengths.txt,../groups/birds/Rhynochetos_jubatus/heterozygosity/RhyJub_Genome_Align.txt,../groups/birds/Rhynochetos_jubatus/heterozygosity/RhyJub_alnROH_bins.txt,../groups/birds/Rhynochetos_jubatus/heterozygosity/ROH/RhyJub_Auto_ROH_FROH_percent.csv,config_files/birds/RhyJub_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.481,2.481,713790061,0.575760724,41,0,0,0,0,0,1239733853,NC,1_6; 1_5; 3_6; 1_9,A3e+4ad; C2a(i),,560,859.99,,0,0,1,0,0,,,,,,,0,0,
Rissa,tridactyla,birds,Rissa_tridactyla,Birds,Birds,GCF_028500815.1,,VU,no,,RisTri,../groups/birds/Rissa_tridactyla/heterozygosity/RisTri_FROH.csv,../groups/birds/Rissa_tridactyla/heterozygosity/RisTri_whole_genome_mean_heterozygosity.txt,../groups/birds/Rissa_tridactyla/heterozygosity/MSMC/Primary_Results/RisTri.msmc2.final.txt,../groups/birds/Rissa_tridactyla/heterozygosity/RisTri_Chroms_Lengths.txt,../groups/birds/Rissa_tridactyla/heterozygosity/RisTri_Genome_Align.txt,../groups/birds/Rissa_tridactyla/heterozygosity/RisTri_alnROH_bins.txt,../groups/birds/Rissa_tridactyla/heterozygosity/ROH/RisTri_Auto_ROH_FROH_percent.csv,config_files/birds/RisTri_config.yml,Marine,778817,5,0.062572643,778817,5,0.071559233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0595,3.0575,1088352921,0.874417472,30,0.002189355,0,0,0,0,1244660538,AE; TR; SY; OM; LB; IL; KZ; JO; CY; AF; ZA; SN; MR; GM; CV; CN; PE; VI; VG; TC; TT; VC; LC; KN; UA; MS; MQ; RU-CA; BY; HT; BZ; BS; CH; AG; MT; MK; LU; LV; HU; EE; HR; BE; BB; MX; DZ; EG; MA; TN; EH; KY; CU; DM; DO; GP; KG; UZ; JP; KP; KR; MN; AT; BG; CZ; DK; FO; FR; DE; GI; GR; GL; IS; IE; IT; LT; MC; ME; NL; NO; PL; PT; RO; RS; SK; SI; ES; SJ; SE; GB; CA; PM; US; RU; RU-EU; RU-EA; JM; PR; CI; GN; GW; LR; SL; IR,13_1; 10_2; 10_2; 10_1; 10_1; 9_9; 9_9; 9_7; 9_7; 9_5; 12_1; 12_2; 12_6; 9_1; 9_1; 9_2; 9_2; 9_3; 9_3; 9_4; 9_4; 9_5,A2abd+3bd+4abd,,410,512,,1,0,0,0,0,1,0,0,0,1,0,0,0.564703125,
Rousettus,aegyptiacus,mammals,Rousettus_aegyptiacus,Mammals,Mammals,GCF_014176215.1,,LC,yes,,RouAeg,../groups/mammals/Rousettus_aegyptiacus/heterozygosity/RouAeg_FROH.csv,../groups/mammals/Rousettus_aegyptiacus/heterozygosity/RouAeg_whole_genome_mean_heterozygosity.txt,../groups/mammals/Rousettus_aegyptiacus/heterozygosity/MSMC/Primary_Results/RouAeg.msmc2.final.txt,../groups/mammals/Rousettus_aegyptiacus/heterozygosity/RouAeg_Chroms_Lengths.txt,../groups/mammals/Rousettus_aegyptiacus/heterozygosity/RouAeg_Genome_Align.txt,../groups/mammals/Rousettus_aegyptiacus/heterozygosity/RouAeg_alnROH_bins.txt,../groups/mammals/Rousettus_aegyptiacus/heterozygosity/ROH/RouAeg_Auto_ROH_FROH_percent.csv,config_files/mammals/RouAeg_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.229,5.229,1620961876,0.856020333,29,0,0,0,0,0,1893602072,CG; CM; ZW; NG; GH; KE; CI; TZ; SD; ZM; AO; CY; SY; EG; IL; ST; GM; MW; BI; PS; UG; ER; GA; SN; RW; LY; GQ; ZA; ET; SA; JO; LB; TG; LS; AE; IR; LR; CD; YE; TR; PK; SL; GN; OM; MZ; ES; CNY-OO; GGI-BI; SZ; GGI-ST; GGI-PR,3_6; 3_5; 7_1; 14_3; 1_8; 8_1; 1_7; 1_5; 1_9; 7_2; 3_8; 1_6; 14_4; 2_1; 2_2; 4_5,,Rousettus egyptiacus;Pteropus egyptiacus,192,170,,0,0,0,1,1,,,,,,,0,0,
